row_number,gid,line_no,railway,line_typt,line_type,status,line_th,line_en,station_th,station_en,latitude,longitude,prov_namt,prov_name,amp_namt,amp_name,tam_namt,tam_name
155,88,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,รัชดาภิเษก,Ratchadaphisek,13.79911300,100.57462400,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,สามเสนนอก,SAM SEN NOK
270,102,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,อิสรภาพ,Itsaraphap,13.73735000,100.48584600,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดท่าพระ,WAT THA PHRA
174,59,2,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีลม,Silom Line,ราชดำริ,Ratchadamri,13.73945100,100.53946700,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN
71,180,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,วัดสิงห์,Wat Sing,13.68310900,100.44790500,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,บางขุนเทียน,BANG KHUN THIAN
62,275,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,บางชัน,Bang Chan,13.81265900,100.70079100,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO
63,63,2,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีลม,Silom Line,สะพานตากสิน,Saphan Taksin,13.71880400,100.51416700,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,บางรัก,BANG RAK
247,208,7,รถไฟฟ้า,เอสอาร์ที,SRT,ปัจจุบัน,สายสีแดงเข้ม,Dark Red Line,รังสิต,Rangsit,13.99029300,100.60226800,ปทุมธานี,PATHUM THANI,ธัญบุรี,THANYABURI,ประชาธิปัตย์,PRACHA THIPAT
152,314,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,เพชรบุรี,Phetchaburi,13.74863900,100.54837200,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI
118,218,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,มีนพัฒนา,Min Phatthana,13.80003500,100.71633400,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,ทรายกองดินใต้,SAI KONG DIN TAI
225,144,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,ดาวคะนอง,ดาวคะนอง,13.68658000,100.48607700,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,บางปะกอก,BANG PAKOK
12,75,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,ไฟฉาย,Fai Chai,13.75428900,100.46948000,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,บ้านช่างหล่อ,BAN CHANG LO
170,181,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,บางบอน,Bang Bon,13.66838500,100.43137600,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,คลองบางพราน,KHLONG BANG PHRAN
85,72,2,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีลม,Silom Line,อินทราวาส,อินทราวาส,13.75787270,100.44520850,กรุงเทพมหานคร,BANGKOK,ตลิ่งชัน,TALING CHAN,บางระมาด,BANG RAMAT
160,98,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,สีลม,Si Lom,13.72907600,100.53782600,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN
195,318,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,ช่องนนทรี,Chong Nonsi,13.72220800,100.53140100,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ยานนาวา,YAN NAWA
101,21,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,หมอชิต,Mo Chit,13.80257600,100.55382200,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จตุจักร,CHATUCHAK
8,287,11,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีทอง,Gold line,สถานีเจริญนคร,Charoen Nakhon,13.72623966,100.50904740,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คลองสาน,KHLONG SAN
36,28,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,สยาม,Siam,13.74563500,100.53430600,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN
286,254,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีแบริ่ง,Si Bearing,13.64419000,100.63666500,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางแก้ว,BANG KAEO
211,247,9,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,อนาคต,สายสีเหลือง,Yellow Line,ศรีกรีฑา,Si Kritha,13.75124300,100.64505700,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,หัวหมาก,HUA MAK
271,40,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,อุดมสุข,Udom Suk,13.67849900,100.60891200,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนาเหนือ,BANG NA NUEA
198,301,12,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีเทา,Grey Line,สุขุมวิท-38,Sukhumvit 38,13.71782200,100.58016000,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI
240,112,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีน้ำเงิน,Blue Line,พุทธมณฑลสาย-2,Phutthamonthon Sai 2,13.70987100,100.39480400,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,หลักสอง,LAK SONG
239,39,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,ปุณณวิถี,Punnawithi,13.68993000,100.60869500,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,บางจาก,BANG CHAK
299,267,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,ราชภัฎพระนคร,Rajabhat Phranakhon,13.88003500,100.58912100,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,อนุสาวรีย์,ANUSAWARI
175,211,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,ม.ธรรมศาสตร์รังสิต,Thammasat University,14.06856000,100.59010300,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหนึ่ง,KHLONG NUENG
60,3,1,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสุขุมวิท,Sukhumvit Line,คลองสี่,Khlong Si,13.93318120,100.68855920,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,ลาดสวาย,LAT SAWAI
78,2,1,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสุขุมวิท,Sukhumvit Line,คลองห้า,Khlong Ha,13.93350400,100.70152300,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,ลาดสวาย,LAT SAWAI
205,128,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีม่วง,Purple Line,บางพลู,Bang Phlu,13.87563300,100.43230600,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,บางรักพัฒนา,BANG RAK PHATTHANA
242,93,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,เพชรบุรี,Phetchaburi,13.74936200,100.56351200,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,มักกะสัน,MAKKASAN
67,315,13,รถไฟฟ้า,บีทีเอส,BTS,อนาคต,สายสีฟ้า,Light Blue Line,เพลินจิต,Phloen Chit,13.74173400,100.54722200,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI
6,284,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,ปากเกร็ด,Pak Kret,13.90673200,100.50451100,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บางตลาด,BANG TALAT
99,299,12,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีเทา,Grey Line,ทองหล่อ-10,Thong Lo 10,13.73231900,100.58200200,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA
202,223,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ประตูน้ำ,Pratunam,13.75105493,100.53794700,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,มักกะสัน,MAKKASAN
103,74,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,จรัญสนิทวงศ์-13,Charan 13,13.74117700,100.47060300,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดท่าพระ,WAT THA PHRA
292,18,1,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสุขุมวิท,Sukhumvit Line,รัชโยธิน,Ratchayothin,13.82937900,100.56950800,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,ลาดยาว,LAT YAO
98,103,3,รถไฟฟ้า,เอ็มอาร์ที,MRT,ปัจจุบัน,สายสีน้ำเงิน,Blue Line,สนามไชย,Sanam Chai,13.74386000,100.49465800,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,วังบูรพาภิรมย์,WANG BURAPHA PHIROM
254,194,7,รถไฟฟ้า,เอสอาร์ที,SRT,อนาคต,สายสีแดงเข้ม,Dark Red Line,ยมราช,Yommarat,13.75934600,100.52176700,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ทุ่งพญาไท,THUNG PHAYA THAI
44,238,8,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีส้ม,Orange Line,ราชมังคลา,Rajamangala,13.76036300,100.62486400,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,หัวหมาก,HUA MAK
269,305,12,รถไฟฟ้า,บีทีเอส,BTS,ปัจจุบัน,สายสีเทา,Grey Line,คลองเตย,Khlong Toei,13.71349000,100.55425300,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI
64,277,10,รถไฟฟ้า,เอ็มอาร์ทีเอ,MRT,ปัจจุบัน,สายสีชมพู,Pink Line,ตลาดมีนบุรี,Min Buri Market,13.81249500,100.72618600,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,ทรายกองดินใต้,SAI KONG DIN TAI
297,133,4,รถไฟฟ้า,เอ็มอาร์ที,MRT,อนาคต,สายสีม่วง,Purple Line,ศรีย่าน,ศรีย่าน,13.78904600,100.51437500,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,ถนนนครไชยศรี,THANON NAKHON CHAISI
