row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_rent_price_sqm
1256,2022,1,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,32,272
1444,2021,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,111,336
695,2021,12,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,39,273
1381,2019,5,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,70,526
1507,2021,10,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,13,120
1286,2021,2,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,784,464
141,2021,5,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,17,311
270,2021,7,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,140,368
326,2022,1,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,35,292
253,2021,2,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,54,319
65,2020,7,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,56,378
1313,2019,12,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,39,582
1172,2020,8,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,114,267
1390,2020,12,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,44,283
532,2020,11,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,29,294
129,2021,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1746,639
249,2021,11,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,180,427
1028,2019,5,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,131,447
1503,2021,7,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,11,160
387,2019,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,26,342
862,2020,7,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,26,313
1392,2020,12,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,493,647
1449,2019,3,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,36,391
21,2021,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,239,345
677,2021,6,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,23,321
1226,2021,4,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,280,380
352,2021,6,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,24,280
61,2020,2,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,13,286
1153,2019,10,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,1474,390
208,2021,3,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,15,254
840,2020,4,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,15,263
17,2019,1,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,64,635
527,2020,3,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,20,337
849,2021,10,ปทุมธานี,PATHUM THANI,ธัญบุรี,THANYABURI,คอนโด,Condo,12,241
239,2020,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,87,592
358,2019,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,127,306
1316,2020,10,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,426,432
170,2020,7,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,254,580
1513,2021,6,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,11,194
152,2020,8,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,81,280
258,2020,12,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,18,288
896,2020,5,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,108,564
251,2020,11,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,15,268
1450,2021,10,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,301,433
13,2021,12,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,35,274
963,2020,7,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,21,271
291,2021,3,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,15,354
1314,2019,6,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,19,346
1239,2019,4,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,14,296
1318,2019,10,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,605,512
1196,2020,11,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,59,276
725,2020,9,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,35,297
90,2021,6,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,28,269
1543,2021,10,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,21,132
1361,2019,11,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,727,335
207,2021,8,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,35,211
944,2019,8,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,16,356
991,2020,2,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,83,676
753,2021,6,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,29,476
743,2020,4,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,23,290
228,2020,8,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,84,426
635,2021,4,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,354,442
482,2019,2,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,13,365
920,2021,4,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,28,409
104,2021,11,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,141,425
58,2020,8,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,32,421
894,2019,7,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,97,513
678,2021,9,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1930,642
760,2019,12,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,33,321
274,2021,6,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,239,445
1385,2021,2,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,102,373
598,2020,12,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,20,332
718,2021,1,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,921,460
339,2021,11,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,2105,644
1380,2021,6,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,23,250
601,2020,7,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,114,366
750,2021,3,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,23,264
1331,2020,7,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,246,632
1105,2019,2,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,37,354
18,2020,1,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,27,384
1295,2020,8,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,26,336
1472,2021,9,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,19,289
35,2021,6,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,2177,639
899,2021,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,590,557
617,2021,3,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,11,259
749,2021,5,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,34,260
1135,2021,2,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,422,430
871,2019,1,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,13,320
752,2020,5,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,147,488
457,2021,3,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,18,305
1161,2022,1,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,423,297
1508,2022,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,11,178
666,2019,9,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,148,230
947,2021,1,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,12,311
571,2019,1,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,23,351
1203,2021,3,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,315,301
895,2019,7,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,417,500
74,2019,6,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,63,454
1354,2021,5,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,375,580
426,2019,10,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,80,194
1141,2021,3,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,334,459
1329,2020,2,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,221,630
622,2021,4,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,36,246
587,2021,11,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,54,413
12,2019,1,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,103,633
664,2021,11,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,149,335
1060,2020,7,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,33,308
692,2019,2,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,63,464
1462,2019,4,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,32,311
491,2020,8,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,112,561
1216,2022,1,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,331,436
263,2019,11,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,203,344
928,2020,10,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,398,679
1171,2019,8,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,222,622
135,2019,8,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,100,255
1098,2020,9,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,46,343
794,2021,11,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,548,752
513,2019,10,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,227,332
496,2020,9,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,59,250
1113,2020,10,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,236,447
1238,2019,9,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,32,261
420,2021,4,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,11,318
1052,2019,12,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,18,264
704,2020,6,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,32,350
36,2021,10,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,364,727
335,2020,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,35,313
1531,2021,11,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,15,111
1312,2021,10,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,306,665
1355,2019,9,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,14,323
671,2020,4,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,91,542
652,2020,10,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,108,695
360,2021,6,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,89,376
585,2019,12,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,28,379
1144,2020,10,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,11,233
1084,2020,10,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,27,391
100,2020,3,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,49,371
123,2021,6,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,239,516
218,2021,6,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,22,240
1492,2021,9,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,25,402
1179,2021,7,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,77,428
142,2019,6,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,47,378
589,2020,6,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,16,269
1183,2022,1,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,539,424
236,2021,11,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,33,282
132,2021,11,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,27,269
932,2020,11,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,11,300
584,2019,12,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,97,412
524,2020,9,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,260,608
846,2019,7,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,24,323
1414,2019,4,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,273,634
80,2019,10,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,68,232
392,2020,9,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,23,272
676,2020,8,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,92,318
1016,2020,10,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,47,266
1408,2021,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,202,350
176,2019,9,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,30,244
470,2021,7,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,16,290
1263,2019,9,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,61,145
558,2021,7,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,12,242
153,2021,5,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,202,464
710,2020,2,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,21,299
1068,2020,11,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,74,773
893,2019,9,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,93,297
816,2021,8,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,29,255
1217,2020,3,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,137,505
320,2019,8,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,28,220
399,2021,10,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,29,234
1240,2021,8,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,12,284
1389,2020,12,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,448,551
20,2019,2,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,17,300
1237,2020,2,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,33,317
301,2021,10,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,128,429
789,2020,7,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,60,305
553,2019,7,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,23,281
628,2021,5,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,14,258
271,2020,7,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,34,294
683,2019,10,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,354,528
1510,2021,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,15,212
250,2019,9,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,63,259
108,2020,12,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,19,287
877,2019,11,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,25,303
774,2021,12,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,431,657
79,2022,1,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,134,453
715,2021,8,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,2764,630
1008,2021,9,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,36,238
909,2019,10,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,290,742
1255,2020,12,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,395,317
729,2020,6,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,146,426
956,2021,4,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,14,310
388,2021,9,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,179,481
1485,2019,8,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,20,337
1493,2019,9,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,14,132
245,2020,12,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,49,255
697,2021,4,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,56,355
259,2020,5,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,161,423
768,2020,3,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,28,375
706,2021,4,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,28,405
834,2019,10,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,49,243
586,2022,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,22,278
465,2020,6,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,213,656
184,2021,7,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,27,272
812,2019,10,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,90,201
303,2019,9,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,37,304
1207,2021,10,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,356,255
1219,2021,10,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,386,464
1306,2021,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,27,273
456,2020,3,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,11,325
366,2021,1,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,52,280
300,2020,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,35,331
121,2021,4,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,371,439
636,2019,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,59,193
1285,2021,11,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1621,648
1281,2019,10,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,60,136
481,2020,12,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,50,262
391,2020,12,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,17,263
102,2020,1,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,13,265
551,2022,1,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,244,576
724,2021,8,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,736,510
1330,2019,12,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,218,633
583,2021,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,162,354
1490,2019,6,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,18,345
356,2020,2,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,42,321
1545,2021,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,บ้าน,Detached House,14,329
705,2020,4,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,105,472
1375,2021,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,151,468
264,2020,5,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,96,372
842,2019,4,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,20,297
235,2020,3,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,20,245
610,2019,9,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,19,247
1086,2019,8,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,35,324
1320,2019,7,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,43,310
984,2019,10,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,135,182
227,2021,11,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,83,273
1117,2020,10,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,89,395
223,2020,5,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,270,577
1027,2019,7,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,245,593
1222,2020,3,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,153,447
248,2020,8,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,23,297
242,2019,9,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,237,379
