row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_rent_price_sqm
1108,2021,8,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,38,299
38,2020,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,17,306
851,2021,12,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,144,487
734,2020,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,111,331
881,2021,2,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,17,278
913,2020,11,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,188,406
447,2019,2,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,14,291
1471,2019,7,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,16,332
599,2021,6,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,109,356
1252,2019,8,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,342,487
1393,2021,7,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,151,366
181,2020,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,135,278
1352,2019,2,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,76,658
163,2019,10,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,422,236
1351,2021,3,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,35,325
292,2019,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,15,373
1124,2021,7,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,30,274
967,2019,3,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,175,645
277,2020,3,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,34,368
284,2019,8,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,188,453
60,2021,3,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,12,238
1110,2020,12,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,563,687
1106,2021,3,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,171,483
569,2021,2,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,19,308
1147,2021,8,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,11,272
1279,2020,9,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,79,723
691,2020,1,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,16,461
324,2020,2,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,11,298
1228,2019,3,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,17,290
376,2019,8,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,21,278
147,2019,6,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,276,680
922,2021,5,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,18,242
377,2022,1,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1139,617
1221,2020,12,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,38,319
1150,2021,11,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,643,523
1453,2020,8,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,187,269
954,2019,8,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,45,358
119,2019,2,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,35,267
276,2020,8,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,48,280
463,2019,12,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22,305
83,2021,5,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,394,458
590,2021,12,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,16,293
357,2019,6,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,14,324
203,2020,3,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,41,525
800,2019,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,355,402
858,2020,10,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,57,336
29,2020,8,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,105,295
775,2020,5,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,104,596
297,2021,6,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,24,255
985,2020,7,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,73,235
497,2021,1,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,119,351
882,2019,12,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,13,311
1376,2019,10,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,656,214
1495,2019,12,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,11,215
378,2021,1,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,495,747
1272,2020,11,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,163,340
957,2021,7,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,555,626
1006,2019,4,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,27,282
1288,2020,9,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,51,311
293,2020,7,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,50,505
1049,2020,3,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,26,296
1527,2021,8,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,13,143
937,2019,7,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,46,338
267,2022,1,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,231,644
54,2020,3,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,61,255
62,2020,6,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,49,359
412,2020,9,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,30,372
269,2020,11,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,12,255
1455,2021,8,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,29,262
28,2021,2,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,377,459
889,2020,11,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,23,349
1406,2019,5,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,276,718
866,2021,7,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,25,355
1326,2020,11,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,26,315
962,2019,10,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,578,302
987,2019,10,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,20,149
1399,2019,3,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,36,366
732,2019,10,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,11,307
1278,2020,6,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,71,526
434,2019,12,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,38,510
323,2021,1,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1723,638
567,2021,12,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,46,388
512,2020,3,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,71,302
461,2021,3,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,16,312
1130,2019,12,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,49,200
220,2019,2,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,36,482
872,2020,12,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,105,332
959,2021,3,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,12,249
946,2020,7,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,29,320
1458,2019,1,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,12,275
638,2021,9,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,93,399
545,2019,12,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,31,337
505,2021,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,35,337
1091,2020,10,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,83,302
799,2019,2,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,31,259
702,2020,9,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,26,405
1386,2021,8,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,230,419
211,2021,11,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,11,266
1344,2021,11,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,24,261
205,2020,5,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,315,477
901,2020,8,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,32,306
528,2019,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,57,392
1481,2020,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,78,358
868,2019,11,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,63,345
1307,2020,9,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,120,393
648,2021,3,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,30,229
88,2019,10,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,18,266
1346,2021,8,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,124,348
282,2020,2,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,27,381
112,2021,11,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,788,246
128,2021,7,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,530,573
421,2020,10,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,19,288
574,2019,11,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,69,259
936,2021,9,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,193,472
543,2022,1,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,371,723
1294,2021,8,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,42,345
807,2021,6,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,70,379
240,2020,9,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,72,515
210,2019,9,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,29,147
556,2021,6,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,175,345
607,2020,12,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,22,281
1018,2021,4,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1272,622
969,2019,9,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,474,594
383,2019,5,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,58,475
1416,2019,8,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,16,269
1359,2020,3,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,60,548
722,2019,6,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,47,383
1165,2019,11,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,286,524
660,2019,10,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,69,166
400,2020,4,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,176,455
685,2019,3,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,88,661
