row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,volume_of_rental
1229,2020,2,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,113
1174,2019,10,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,323
532,2019,2,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,216
226,2021,5,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,394
41,2020,9,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,303
76,2021,5,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1682
123,2020,6,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,68
258,2021,9,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,467
429,2021,1,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,583
906,2020,11,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,74
1272,2021,1,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,21
555,2020,1,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22
114,2019,3,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,56
1273,2019,1,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,58
1353,2020,3,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,244
707,2021,3,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,334
1247,2020,11,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,43
729,2020,7,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,52
525,2021,2,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,19
84,2020,6,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,21
1023,2020,5,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,80
32,2021,11,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,83
175,2019,6,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,29
1464,2021,1,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,121
37,2020,2,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,56
494,2021,6,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,223
342,2019,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,77
1058,2020,9,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,107
445,2021,8,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,2141
505,2021,11,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,166
981,2020,12,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,74
1499,2020,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,11
401,2019,12,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,31
833,2019,5,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,35
738,2021,7,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,454
907,2019,11,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,79
773,2021,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,131
739,2020,11,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,146
1140,2021,12,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,35
1265,2020,5,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,36
318,2020,6,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,115
1526,2021,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,บ้าน,Detached House,11
1178,2021,9,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,17
875,2021,9,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,30
1159,2019,9,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,217
1141,2019,6,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,99
206,2020,1,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,16
783,2021,12,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,135
9,2019,10,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,30
165,2020,12,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,44
829,2021,3,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,74
27,2020,4,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22
93,2021,5,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,20
172,2019,11,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,581
920,2019,11,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,35
1349,2020,5,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,147
788,2019,1,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,16
756,2019,8,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,63
695,2021,8,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,42
1443,2021,12,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,58
261,2021,9,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,122
1094,2021,4,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,82
757,2021,2,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,422
1038,2020,3,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,34
256,2019,1,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,19
373,2020,12,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,493
635,2020,1,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,99
1408,2021,5,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,84
1311,2019,4,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,27
394,2021,4,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,42
1520,2021,11,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,14
1228,2019,3,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,88
1213,2021,5,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,156
915,2020,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,212
1122,2021,12,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,267
1336,2019,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,355
1117,2019,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,12
327,2021,6,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,15
1518,2021,7,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,21
1432,2021,11,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,33
642,2021,8,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,48
749,2019,11,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,62
1080,2021,3,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,155
240,2021,9,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,19
1480,2019,9,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,13
311,2020,9,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,70
1151,2021,5,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,106
1177,2019,11,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,399
1129,2021,2,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,35
1181,2019,6,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,12
797,2021,10,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,616
1399,2020,6,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,133
3,2019,5,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,198
1222,2020,12,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,137
941,2020,1,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,199
450,2022,1,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,371
735,2021,11,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,62
610,2021,7,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,165
1332,2020,9,สมุทรปราการ,SAMUT PRAKAN,บางเสาธง,BANG SAO THONG,คอนโด,Condo,11
487,2021,11,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,83
1114,2022,1,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,395
1103,2021,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,202
863,2019,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,134
1086,2019,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,90
1268,2019,1,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,37
781,2021,11,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,917
1087,2020,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,111
128,2021,5,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,34
1193,2020,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,168
550,2019,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,42
714,2021,9,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,13
1054,2019,3,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,48
953,2020,3,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,26
1502,2021,7,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,12
1278,2021,1,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,50
409,2021,12,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,250
1252,2019,12,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,33
1494,2021,10,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,18
1324,2019,6,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,236
293,2020,8,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,419
1249,2020,6,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,47
1433,2019,3,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,42
1253,2020,7,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,114
652,2020,10,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,94
216,2021,7,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,31
344,2021,7,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,21
1474,2021,3,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,540
596,2019,7,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,53
1525,2021,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,11
696,2021,5,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,19
1295,2019,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,13
