row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest
1337,2017,1,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,บ้าน,Detached House,141,879
910,2017,9,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,88,268
601,2017,3,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,1395,15004
2765,2019,5,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,103,258
1568,2020,6,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,142,370
1325,2019,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,144,2080
1146,2017,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,113,858
452,2017,5,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,275,2019
2159,2021,3,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,33,271
1520,2020,1,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,72,494
108,2021,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,18,45
2130,2020,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,60,746
1047,2020,6,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,30,283
532,2017,2,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,61,349
716,2020,6,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,63,466
1796,2017,3,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,ทาวน์โฮม,Townhome,49,127
1557,2019,11,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,24,38
1297,2020,5,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,คอนโด,Condo,75,1547
1171,2017,2,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,522,7105
1612,2019,3,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,514,2507
478,2017,2,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,โฮมออฟฟิศ,Home office,83,238
1115,2021,10,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,7,25
1891,2020,1,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,23,85
1926,2020,1,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,คอนโด,Condo,47,154
1219,2017,4,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,58,152
379,2019,6,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,บ้าน,Detached House,63,362
2369,2021,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,9,49
2864,2017,3,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,โฮมออฟฟิศ,Home office,62,698
2822,2017,6,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,2737,23259
1107,2017,3,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,224,2733
3276,2020,2,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,129,541
301,2019,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,52,288
3309,2021,4,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,14,41
180,2021,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,19,116
1188,2017,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,1283,16056
2374,2020,2,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,104,514
3177,2019,7,นครปฐม,Nakhon Pathom,นครชัยศรี,NAKHON CHAI SI,บ้านแฝด,Twin house,85,1779
462,2020,5,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,70,1029
3124,2020,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,68,314
815,2020,8,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,อพาตเมนต์,Apartment,33,159
409,2016,10,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,คอนโด,Condo,397,3967
237,2017,1,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้าน,Detached House,236,3660
1530,2020,3,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,42,122
2116,2017,7,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,1430,17336
1920,2020,5,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,118,1253
1004,2019,6,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,308,3521
287,2017,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,โฮมออฟฟิศ,Home office,330,1735
1836,2017,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,641,7047
2290,2021,8,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้าน,Detached House,10,30
2656,2021,11,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,5,18
3126,2019,5,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,190,2253
2497,2019,11,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,101,1075
3397,2019,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,15,38
1644,2018,6,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,171,3966
3387,2017,2,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,122,1122
2141,2021,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,12,64
377,2021,5,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,20,111
2276,2019,4,นครปฐม,Nakhon Pathom,กำแพงแสน,KAMPHAENG SAEN,คอนโด,Condo,50,200
3361,2020,2,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,78,293
2069,2017,4,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,110,506
143,2020,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,81,825
2232,2019,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้านแฝด,Twin house,153,790
3322,2017,3,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,บ้าน,Detached House,632,8912
3091,2021,3,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,12,135
3352,2017,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,322,4679
15,2017,2,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,อาคารพาณิชย์,Commercial,173,1949
3132,2017,4,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,85,711
239,2019,7,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,56,239
2839,2019,6,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,364,1891
2454,2017,6,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,544,7566
2510,2016,11,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,124,591
226,2017,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,411,1987
1258,2021,5,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,46,1437
2945,2020,1,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,130,992
222,2017,5,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,408,17326
3398,2017,12,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,อาคารพาณิชย์,Commercial,7,11
804,2021,10,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,16,185
157,2018,10,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,70,198
2430,2019,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,อาคารพาณิชย์,Commercial,117,1863
3212,2019,5,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,171,969
3117,2020,4,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,109,904
781,2019,7,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,62,302
1539,2020,6,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,98,1544
3184,2017,7,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,โฮมออฟฟิศ,Home office,49,115
466,2020,4,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,86,878
400,2020,6,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้านแฝด,Twin house,10,12
292,2016,12,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้านแฝด,Twin house,195,1533
1293,2019,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,โฮมออฟฟิศ,Home office,145,877
2193,2019,6,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้าน,Detached House,161,3267
872,2017,5,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้านแฝด,Twin house,408,17326
1402,2018,1,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,อาคารพาณิชย์,Commercial,72,184
703,2020,11,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,62,894
3286,2017,6,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,296,1905
3251,2017,5,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,717,10915
3054,2020,9,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,6,10
2709,2017,6,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,72,336
454,2017,12,กรุงเทพมหานคร,Bangkok,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,อาคารพาณิชย์,Commercial,54,738
3086,2020,1,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,168,1076
329,2018,12,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,70,191
1127,2021,3,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,16,292
708,2017,8,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้าน,Detached House,248,1686
1970,2018,10,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,93,359
2058,2017,3,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,บ้าน,Detached House,314,3850
725,2017,5,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,ทาวน์โฮม,Townhome,808,8697
977,2021,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,8,79
1854,2017,7,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,อาคารพาณิชย์,Commercial,208,1162
1775,2020,11,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,38,308
2016,2017,6,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,อาคารพาณิชย์,Commercial,123,2109
1097,2019,7,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,94,496
81,2017,7,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,ทาวน์โฮม,Townhome,790,10733
997,2016,12,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,อาคารพาณิชย์,Commercial,186,1808
1457,2017,4,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,724,6453
1301,2020,1,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,29,43
416,2021,7,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,8,13
755,2021,11,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,11,72
2169,2020,1,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,469,1458
