row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest
2183,2020,5,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,23,54
358,2016,9,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,382,2294
1728,2016,12,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,142,688
1833,2017,3,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,728,5548
2088,2020,2,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,86,231
2191,2017,11,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้านแฝด,Twin house,78,1088
2980,2021,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,44,761
2392,2019,3,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้าน,Detached House,172,1154
2925,2017,3,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1136,6935
2961,2020,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,96,564
3331,2017,7,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,บ้าน,Detached House,63,267
571,2019,11,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,143,839
935,2018,6,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,417,1672
3168,2019,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,271,3343
3066,2017,12,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,บ้าน,Detached House,51,732
3046,2017,1,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,อาคารพาณิชย์,Commercial,222,3372
2139,2020,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,63,871
2220,2020,8,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,28,113
871,2019,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,152,6194
2804,2017,7,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,บ้านแฝด,Twin house,40,71
1849,2016,12,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,87,485
281,2022,1,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,2,27
2565,2016,11,กรุงเทพมหานคร,Bangkok,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,ทาวน์โฮม,Townhome,84,558
1422,2018,8,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,168,659
1445,2017,5,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,853,14407
2552,2017,3,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,322,4114
1102,2020,3,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,359,7335
560,2019,9,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,119,965
179,2020,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,151,749
569,2016,11,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,โฮมออฟฟิศ,Home office,141,1625
131,2017,1,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,159,1056
837,2017,7,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,อาคารพาณิชย์,Commercial,142,2157
3321,2017,6,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,223,1240
2748,2019,6,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,ทาวน์โฮม,Townhome,82,490
2924,2021,12,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,7,60
349,2017,7,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,โฮมออฟฟิศ,Home office,83,225
1254,2018,11,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,407,1569
2862,2019,10,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,131,529
1950,2017,7,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้านแฝด,Twin house,76,478
2611,2017,7,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,1202,10576
981,2019,10,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,119,449
801,2020,6,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้านแฝด,Twin house,29,57
856,2017,8,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,อาคารพาณิชย์,Commercial,53,203
950,2017,12,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,36,113
234,2020,2,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,25,47
41,2016,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,3057,32415
1341,2020,5,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้าน,Detached House,91,977
75,2021,3,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,บ้านแฝด,Twin house,23,95
385,2021,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,4,15
2399,2020,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,47,732
1419,2021,4,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,39,1852
2641,2017,6,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,คอนโด,Condo,67,409
1404,2017,7,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,224,4033
341,2019,6,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,233,2745
1164,2021,5,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,61,212
146,2018,1,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,บ้านแฝด,Twin house,59,136
1486,2019,6,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,52,340
1324,2017,5,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,194,2361
3239,2021,7,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,บ้าน,Detached House,9,87
764,2019,9,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้าน,Detached House,118,1153
892,2019,11,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,ทาวน์โฮม,Townhome,143,1762
717,2021,12,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,5,38
1241,2020,1,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,38,96
1239,2017,5,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,403,6553
1037,2020,4,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,โฮมออฟฟิศ,Home office,23,52
1250,2018,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,112,750
2745,2016,11,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,3443,29384
2123,2020,3,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,63,664
1412,2016,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,4070,44304
303,2021,10,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,ทาวน์โฮม,Townhome,16,109
2279,2019,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,282,3501
2294,2017,3,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,140,359
1653,2019,2,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,65,202
1595,2017,2,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,320,3101
1873,2018,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,222,2344
1617,2019,7,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,89,369
3162,2020,2,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,206,1780
978,2019,10,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,70,777
579,2020,11,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,24,145
1359,2018,11,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,1191,10081
155,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,บ้าน,Detached House,40,97
2395,2019,11,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,29,104
574,2020,5,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,84,511
1754,2017,2,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,35,101
2699,2017,1,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,2138,16503
1343,2017,7,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้านแฝด,Twin house,852,9286
449,2019,8,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,คอนโด,Condo,47,154
1501,2017,11,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,196,1327
3090,2020,8,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,32,153
611,2018,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,110,929
1158,2018,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,165,1426
2506,2020,5,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,47,219
433,2019,11,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,79,422
1167,2017,7,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,519,5183
621,2020,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,183,1077
62,2018,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,79,171
389,2019,10,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,81,416
323,2017,12,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,125,1422
2235,2017,1,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,คอนโด,Condo,438,4691
1626,2017,12,กรุงเทพมหานคร,Bangkok,พระนคร,PHRA NAKHON,อาคารพาณิชย์,Commercial,24,62
2632,2017,6,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,824,5947
17,2019,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,88,248
1141,2018,7,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,73,153
2573,2020,5,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,27,90
2956,2017,12,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้าน,Detached House,181,3061
2376,2020,11,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,21,81
2239,2019,9,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,68,168
616,2019,11,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,86,1097
744,2017,3,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,บ้าน,Detached House,407,3758
2981,2017,12,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,88,236
3221,2020,2,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,64,181
1138,2017,8,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,390,3326
2005,2017,1,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,623,4544
2040,2017,12,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,บ้านแฝด,Twin house,34,55
952,2017,4,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,976,5231
3024,2019,6,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,55,165
2015,2016,12,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,415,3382
1291,2017,1,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้านแฝด,Twin house,110,1063
1230,2016,11,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,760,2915
293,2018,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,อาคารพาณิชย์,Commercial,70,157
3111,2020,11,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,17,77
2715,2019,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,830,14283
1172,2016,12,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,อาคารพาณิชย์,Commercial,180,1004
351,2021,4,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,11,39
1990,2020,2,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,โฮมออฟฟิศ,Home office,78,622
2852,2017,3,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,คอนโด,Condo,48,389
2560,2017,12,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,659,6615
677,2019,7,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,41,706
769,2016,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,7000,49576
1338,2019,11,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,51,132
2867,2018,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,235,3116
2120,2016,12,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,172,1989
2061,2018,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,199,1419
11,2020,6,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,40,987
2728,2019,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,494,8515
1941,2020,8,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,47,321
1753,2017,7,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,อาคารพาณิชย์,Commercial,144,294
1262,2017,6,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,คอนโด,Condo,259,5191
3062,2017,12,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,445,5306
2490,2017,7,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,513,3533
2738,2020,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,66,192
1892,2019,6,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,322,3015
2845,2016,12,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,165,1801
588,2019,11,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,173,1534
1954,2019,2,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,บ้าน,Detached House,195,1133
1544,2021,7,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,5,11
1765,2020,8,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,46,457
2498,2020,10,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,22,217
1177,2019,5,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,33,66
2725,2020,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,โฮมออฟฟิศ,Home office,66,564
3030,2017,5,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้าน,Detached House,273,5270
136,2020,2,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,38,113
711,2020,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,98,590
2874,2020,6,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,บ้านแฝด,Twin house,43,371
3107,2017,7,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,อาคารพาณิชย์,Commercial,270,4625
412,2020,5,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,คอนโด,Condo,20,160
887,2019,6,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,114,276
2923,2017,5,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,อาคารพาณิชย์,Commercial,110,893
1342,2017,12,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,474,3231
1949,2021,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้านแฝด,Twin house,14,21
1055,2019,3,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,133,234
365,2020,3,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,โฮมออฟฟิศ,Home office,39,117
1972,2017,3,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,อาคารพาณิชย์,Commercial,155,714
2416,2020,5,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้านแฝด,Twin house,27,55
2081,2017,7,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,2067,23007
822,2019,1,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,17,27
2595,2020,1,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,142,395
533,2021,12,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,4,26
519,2016,12,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้านแฝด,Twin house,332,2433
40,2020,1,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,9,10
3155,2020,1,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,232,2627
942,2016,12,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,308,1720
140,2017,11,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,18,31
929,2020,3,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,97,1917
2031,2020,3,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,106,309
1997,2021,7,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,บ้าน,Detached House,12,181
1190,2017,7,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,681,7325
229,2020,6,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,47,174
805,2020,1,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,261,2080
2320,2020,2,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,109,1190
1460,2016,12,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้านแฝด,Twin house,267,5872
2067,2017,2,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,105,443
268,2017,7,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,อาคารพาณิชย์,Commercial,25,56
1550,2016,11,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้านแฝด,Twin house,256,3485
2525,2019,7,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,300,7565
1027,2017,7,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้าน,Detached House,331,2033
2617,2020,6,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,16,49
211,2016,11,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,343,1555
2859,2020,3,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,บ้าน,Detached House,80,704
1185,2017,4,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,38,79
2050,2019,6,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,141,1591
3235,2018,8,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,157,1125
3187,2017,5,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,2958,34411
1268,2020,1,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,151,532
3227,2018,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,374,6670
2838,2017,2,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้านแฝด,Twin house,1142,14199
3232,2020,6,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,125,1462
202,2017,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,925,17487
2821,2017,2,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,982,19323
278,2019,8,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,72,291
2469,2018,7,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,138,820
651,2019,11,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,119,214
694,2017,12,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,บ้าน,Detached House,166,782
2361,2017,5,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,126,5792
470,2018,11,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,262,1243
760,2016,12,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,95,509
2207,2020,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,150,1569
270,2020,1,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,162,776
2128,2020,1,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,130,992
3051,2020,5,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,คอนโด,Condo,33,181
3072,2020,6,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,61,553
2023,2016,12,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,บ้าน,Detached House,279,1083
1322,2019,8,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,122,3238
2414,2016,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,โฮมออฟฟิศ,Home office,132,1113
1842,2021,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,35,221
3243,2021,10,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,4,32
2488,2017,8,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,บ้าน,Detached House,256,4217
3314,2021,12,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,4,24
2284,2017,12,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้าน,Detached House,499,3592
39,2017,2,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,35,53
2171,2021,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,56,686
2091,2020,8,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,31,112
1144,2017,12,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,60,573
2476,2019,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,91,756
1330,2017,5,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,บ้าน,Detached House,399,4830
2202,2018,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,190,1681
3264,2017,11,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,อาคารพาณิชย์,Commercial,12,16
